OMRÅDE;TID;INDHOLD
Thisted;2022M02;43097
Thisted;2022M03;43079
Thisted;2022M04;43081
Thisted;2022M05;43230
Thisted;2022M06;43342
Thisted;2022M07;43415
Thisted;2022M08;43480
Thisted;2022M09;43396
Thisted;2022M10;43365
Thisted;2022M11;43369
Thisted;2022M12;43394
Thisted;2023M01;43383
Thisted;2023M02;43359
Thisted;2023M03;43351
Thisted;2023M04;43341
Thisted;2023M05;43283
Thisted;2023M06;43325
Thisted;2023M07;43328
Thisted;2023M08;43280
Thisted;2023M09;43245
Thisted;2023M10;43168
Thisted;2023M11;43131
Thisted;2023M12;43082
Thisted;2024M01;42989
Thisted;2024M02;42944
Thisted;2024M03;42939
Thisted;2024M04;42949
Vesthimmerlands;2021M10;36342
Vesthimmerlands;2021M11;36337
Vesthimmerlands;2021M12;36368
Vesthimmerlands;2022M01;36326
Vesthimmerlands;2022M02;36303
Vesthimmerlands;2022M03;36264
Vesthimmerlands;2022M04;36282
Vesthimmerlands;2022M05;36405
Vesthimmerlands;2022M06;36425
Vesthimmerlands;2022M07;36436
Vesthimmerlands;2022M08;36431
Vesthimmerlands;2022M09;36403
Vesthimmerlands;2022M10;36423
Vesthimmerlands;2022M11;36408
Vesthimmerlands;2022M12;36412
Vesthimmerlands;2023M01;36431
Vesthimmerlands;2023M02;36419
Vesthimmerlands;2023M03;36397
Vesthimmerlands;2023M04;36373
Vesthimmerlands;2023M05;36355
Vesthimmerlands;2023M06;36338
Vesthimmerlands;2023M07;36267
Vesthimmerlands;2023M08;36250
Vesthimmerlands;2023M09;36191
Vesthimmerlands;2023M10;36113
Vesthimmerlands;2023M11;36095
Vesthimmerlands;2023M12;36035
Vesthimmerlands;2024M01;36012
Vesthimmerlands;2024M02;36012
Vesthimmerlands;2024M03;35992
Vesthimmerlands;2024M04;35944
Aalborg;2021M10;221114
Aalborg;2021M11;221173
Aalborg;2021M12;221178
Aalborg;2022M01;221082
Aalborg;2022M02;221037
Aalborg;2022M03;221049
Aalborg;2022M04;221093
Aalborg;2022M05;221237
Aalborg;2022M06;221642
Aalborg;2022M07;221683
Aalborg;2022M08;221605
Aalborg;2022M09;222375
Aalborg;2022M10;222607
Aalborg;2022M11;222498
Aalborg;2022M12;222547
Aalborg;2023M01;222571
Aalborg;2023M02;222554
Aalborg;2023M03;222508
Aalborg;2023M04;222543
Aalborg;2023M05;222538
Aalborg;2023M06;222533
Aalborg;2023M07;222405
Aalborg;2023M08;222256
Aalborg;2023M09;222976
Aalborg;2023M10;223167
Aalborg;2023M11;223244
Aalborg;2023M12;223214
Aalborg;2024M01;223174
Aalborg;2024M02;223124
Aalborg;2024M03;223148
Aalborg;2024M04;223182
